,concept,annotation,pattern,subject,property,object
0,Control Risk,Control Risks be process implement risk response plan track identified risk monitor risk identify risk evaluate risk process effectiveness project,['risk evaluate project'],Control Risk,evaluate ,project
1,Control Risk Inputs,,[],,,
2,Control Risk Outputs,,[],,,
3,Control Risk tools_and_techniques,,[],,,
